letter_id,letter_name,sender,recipient,recipient_english,year,date,location,location_english,text,text_english,letter_category,to
118,"Letter to N. D. Skalon, 1897",Sergei Rachmaninoff,Н. Д. Скалон,N. D. Skalon,1897,1897-10-19,Москва,Moscow,"Неделю тому назад отправил Верочке письмо, милая Татуша. От вас двоих, как ни ждал, за это время ни одного не получил. Хотя срок это небольшой, но начинаю думать, уж не случилось ли чего с вами. Ваше последнее письмо ко мне получил 9 дней назад. Это последнее ваше письмо ко мне (кстати, очень милое) считал четвёртое. Сообщаю вам это потому, что вы пишете, что счёт вашим письмам ко мне потеряли, а между прочим, этой громкой фразе не место тут, так как количество ваших писем исчерпывается пословицей: раз, два, три и... обчёлся.
 
 
 Впрочем, я не сержусь! Вы, всё-таки, в общем, приняв тем более во внимание пословицу про [неразборчиво], барышня хорошая, так что ругаться с вами мне не хочется, я — по крайней мере себя сдерживаю. Только напишите мне всё-таки. Я теперь человек очень занятой, старый, немного больной, сильно устающий от большой работы, по вас, наконец, скучающий. Я ваши письма заслуживаю вполне. Не правда ли? Тем более вы пишете так легко, так быстро; тем более вы так свободны! Неужели вы начали уже «дурнеть»? Это ужасно! Может быть, тут опять какая-нибудь задняя мысль? Тогда это выходит пьеса: «Коварство и любовь», и нужно быть очень наивным, чтобы не понять, кто из нас двух олицетворение первого. «Земфира! Вспомни, милый друг! Всё слепо отдал за желание» и т. д... Ах! Тата, Тата! Впрочем, молчу!
 
 
 Теперь ещё одно сказание о себе и совсем довольно. В среду дирижировал во второй раз «Самсоном и Далилой». Прошло так же посредственно, как и в первый раз. Следующая моя опера «Рогнеда». Газеты все меня хвалят. Я мало верю! В театре со всеми лажу. Ругаюсь всё-таки довольно сильно. С Мамонтовым хорош так же, как и он со мной.
 
 
 Повторяю ещё раз, что очень устаю от работы, а также очень скучаю по Скалонам — значит, если они только сострадательны, то будут мне писать чаще. Целую ваши ручки. Привет всем вашим.
 
 
 Ваш С. Рахманинов
 
 
 P. S. Тётя со мной теперь очень хороша и мила.
 
 
 © https://senar.ru/letters/118","""A week ago I sent a letter to Verochka, dear Tatusha. No matter how much I waited, I haven't received a single one from you two. Although this is a short period, I'm starting to think that something might have happened to you. I received your last letter to me 9 days ago. This last letter of yours to me (by the way, very sweet) I thought was the fourth. I'm telling you this because you write that you've lost count of your letters to me, and by the way, this loud phrase has no place here, since the number of your letters is limited by the proverb: one, two, three and... that's it.

However, I'm not angry! After all, in general, taking into account the proverb about [inaudible], you are a good young lady, so I don't want to quarrel with you, at least I'm restraining myself. Just write to me anyway. I'm now a very busy man, old, a little sick, very tired from a lot of work, and, finally, missing you. I miss your letters I fully deserve it. Isn't that so? Especially since you write so easily, so quickly; especially since you are so free! Have you really started to ""grow ugly""? This is terrible! Maybe there is some ulterior motive again? Then this is the play: ""Cunning and Love"", and one must be very naive not to understand which of us is the personification of the first. ""Zemfira! Remember, my dear friend! I blindly gave everything for a wish"", etc... Ah! Tata, Tata! However, I will remain silent!

Now one more story about myself and that's enough. On Wednesday I conducted ""Samson and Delilah"" for the second time. It went as mediocrely as the first time. My next opera is ""Rogneda"". The newspapers all praise me. I have little faith! I get along with everyone at the theater. I still swear quite a lot. I am as good with Mamontov as he is with me.

I repeat once again that I am very tired from work, and I also miss the Skalons very much - that means, if they are only compassionate, they will write to me more often. I kiss your hands. Greetings to all of yours.

Yours, S. Rachmaninov

P.S. Auntie is very good and sweet to me now.

© https://senar.ru/letters/118""",personal: check-in,melancholy
122,"Letter to N. D. Skalon, 1897",Sergei Rachmaninoff,Н. Д. Скалон,N. D. Skalon,1897,1897-12-06,Москва,Moscow,"Где вы, милая Татуша! Нельзя ли узнать также, где ваши сёстры? Что они? Что с вами лично? Недели полторы отправил Лёле письмо, на которое ответа не получил. Рассчитывал за свои четыре страницы хоть одну получить, но ошибся. Впрочем, бог с вами! Не стал ли у вас бывать опять Яковлев?
 
 
 Мои дела обстоят всё так же скверно. Я начинаю, кажется, страдать чёрной меланхолией. Факт! Этой меланхолии я предаюсь не менее часу в день. Сегодняшний же день она поглотила весь, и я даже сегодня дураком ревел. Всё-таки креплюсь. Мне это очень дорого. Вечером я решаюсь из театра уходить; утром решаюсь на этот день хоть остаться. Водки и вообще вина я ещё не начал пить, хотя почти каждый день бываю в числе приглашённых С. Мамонтовым в трактире, где сижу и молчу, но я готов дать почти честное слово, что, если дела не изменятся, то я начну пить. Меня к этому очень тянет.
 
 
 Татуша, я умру к концу сезона от чёрной меланхолии. Смотрите, плачьте больше! Приходите ко мне на могилу, хотя в те дни, когда вы наперёд уверены, что ни Ершова, ни Глазунова, ни Яковлева у вас не будет. У меня на могиле будет каменная плита (мне это очень хочется), которую поставите, вероятно, вы в память прежней любви ко мне — больше некому за неё заплатить деньги. Вот вы на эту плиту и садитесь. Распустите ваши волосы! Клянусь своей гордостью, своим самолюбием, своей незамаранной честью (все скверные качества, не подходящие в наше время), что вы будете походить на Офелию. На вашем лице должны быть слёзы, на ваших устах слова моего романса «Сон», посвящённого вам, в котором мне, между прочим, снились хорошие люди. Насидевшись вдоволь, отправляйтесь в частную оперу на какое-нибудь представление, где я был дирижёр без дирижёрского места. И тут посидите. Измените тут только ваш вид. Здесь ваши глаза должны метать молнии; уста произносить проклятия по адресу погубивших меня. Волосы придётся также привести в порядок, не то будет лирический вид всё-таки, который здесь не у места. Удовольствия вы, конечно, не получите, да это и неудивительно. И не в вашем положении люди от нас не уходят удовлетворённые.
 
 
 Проделавши такую процедуру несколько раз, можете отправляться к себе в Петербург, на ваши «Среды», например. Отпускаю вас с миром. Ваша печаль (я её допускаю во имя прежней любви) скоро уляжется, вы начнёте опять скоро «хорошеть» и даже, пожалуй, не пожалеете о том, что мне так редко писали, когда я ещё жив был.
 
 
 С. Рахманинов
 
 
 © https://senar.ru/letters/122","""Where are you, dear Tatusha! Is it also possible to find out where your sisters are? What are they? What is wrong with you personally? About a week and a half ago I sent a letter to Lelya, to which I received no answer. I expected to receive at least one for my four pages, but I was mistaken. However, God be with you! Has Yakovlev started visiting you again?

My affairs are still as bad. I seem to be beginning to suffer from black melancholy. It is a fact! I indulge in this melancholy for at least an hour a day. Today it has swallowed up the whole day, and even today I cried like a fool. Still, I am holding on. It is very dear to me. In the evening I decide to leave the theater; in the morning I decide to at least stay for this day. I have not yet started drinking vodka or wine at all, although almost every day I am among those invited by S. Mamontov to the tavern, where I sit and say nothing, but I am ready to give almost my word of honor that if things do not change, then I I'll start drinking. I'm very drawn to it.

Tatusha, I'll die by the end of the season from black melancholy. Look, cry more! Come to my grave, even on those days when you're sure in advance that you won't have Ershov, Glazunov, or Yakovlev. I'll have a stone slab on my grave (I really want this), which you'll probably put up in memory of your former love for me - there's no one else who can pay for it. So sit down on this slab. Let your hair down! I swear by my pride, my self-love, my unblemished honor (all the bad qualities that are not appropriate in our time) that you'll be like Ophelia. There should be tears on your face, on your lips the words of my romance ""Dream"", dedicated to you, in which, by the way, I dreamed of good people. After sitting to your heart's content, go to a private opera to some performance where I was the conductor without the conductor's seat. And sit here. Only change your appearance here. Here your eyes should throw lightning; your lips should utter curses addressed to those who destroyed me. Your hair will also have to be put in order, otherwise it will be a lyrical look, which is out of place here. Of course, you will not get pleasure, but this is not surprising. And people in your position do not leave us satisfied.

Having done this procedure several times, you can go to your Petersburg, to your ""Wednesdays"", for example. I let you go in peace. Your sadness (I allow it in the name of former love) will soon subside, you will soon begin to ""become prettier"" again and even, perhaps, will not regret that they wrote to me so rarely when I was still alive.

S. Rachmaninov

© https://senar.ru/letters/122""",professional: logistics,neutral
106,"Letter to S. I. Taneyev, 1897",Sergei Rachmaninoff,С. И. Танееву,S. I. Taneyev,1897,1897-02-15,Москва,Moscow,"Не мог к Вам прийти, Сергей Иванович, потому что справлял свои дела и окончил их только к часу, когда к Вам идти было уже поздно. Я уезжаю сегодня с почтовым в Петербург. Надеюсь вернуться в среду или четверг.
 
 
 Искренно преданный Вам С. Рахманинов","I couldn't come to you, Sergei Ivanovich, because I was doing my business and finished it only at one o'clock, when it was already too late to come to you. I'm leaving today by post to Petersburg. I hope to return on Wednesday or Thursday.
 
 Sincerely devoted to you, S. Rachmaninov",personal: general,anxious
120,"Letter to S. I. Taneyev, 1897",Sergei Rachmaninoff,С. И. Танееву,S. I. Taneyev,1897,1897-11-05,Москва,Moscow,"Дорогой Сергей Иванович!
 
 
 Для того, чтоб поступить присланному Вами человеку в гардеробщики, ему нужно, хоть сегодня, отправиться с моей карточкой в театр к г. Смелову, которого я предупредил уже об этом. Однако же, как я ни просил, а без залога в 30 р. его брать не соглашаются. Г. Смелов почти целый день в театре (сегодня в театре «Эрмитаж»).
 
 
 Преданный Вам С. Рахманинов
 
 
 © https://senar.ru/letters/120","""Dear Sergei Ivanovich!

In order for the person you sent to be accepted as a cloakroom attendant, he needs to go to the theater with my card today to see Mr. Smelov, whom I have already warned about this. However, no matter how much I asked, they do not agree to take it without a deposit of 30 rubles. Mr. Smelov is at the theater almost the whole day (today at the Hermitage Theater).

Yours faithfully, S. Rachmaninov

© https://senar.ru/letters/120""",personal: check-in,anxious
104,"Letter to S. V. Smolensky, 1897",Sergei Rachmaninoff,С. В. Смоленскому,S. V. Smolensky,1897,1897-01-29,Москва,Moscow,"Дорогой Степан Васильевич!
 
 Воспользовавшись Вашим любезным разрешением, я предложил своим знакомым две карточки на право входа на Ваш вечер 31-го января.
 
 Преданный Вам С. Рахманинов","Dear Stepan Vasilyevich!
 
 Taking advantage of your kind permission, I offered my friends two cards for the right to enter your evening on January 31st.
 
 Yours faithfully, S. Rachmaninov",personal: social,affectionate
112,"Letter to S. V. Smolensky, 1897",Sergei Rachmaninoff,С. В. Смоленскому,S. V. Smolensky,1897,1897-06-30,"им. Игнатово, Нижегородской губ.","Ignatovo, Vladimir Oblast","Простите меня, дорогой Степан Васильевич, за поздний ответ на Ваше милое письмо с текстом литургии. Верьте мне, я сделал это только по нездоровью, иначе давно благодарил бы Вас за Вашу доброту и внимание ко мне. Мне, видно, не судьба писать обедню. Я себя чувствую сейчас так плохо, что заниматься могу только лечением. К тому же, я связан совсем посторонней работой, т. е. переложением для фортепиано в четыре руки Симфонии А. Глазунова. Эту работу должен сделать непременно летом.
 
 
 Во многом у меня незадачи и неприятности!
 
 
 Преданный Вам С. Рахманинов
 
 
 Сообщаю Вам на всякий случай адрес: Нижегородская губерния, Княгининский уезд. Почтовое отделение Крутец. Генералу Скалону с передачей.
 
 
 © https://senar.ru/letters/112","""Forgive me, dear Stepan Vasilyevich, for the late reply to your sweet letter with the text of the liturgy. Believe me, I did it only because of ill health, otherwise I would have thanked you long ago for your kindness and attention to me. It seems that I am not destined to write the liturgy. I feel so bad now that I can only do treatment. In addition, I am tied up with completely unrelated work, i.e., the arrangement of A. Glazunov's Symphony for piano four hands. I must definitely do this work in the summer.
 
 In many ways, I have troubles and misfortunes!
 
 Yours faithfully, S. Rachmaninov
 
 Just in case, I am informing you of the address: Nizhny Novgorod province, Knyagininsky district. Krutets post office. To General Skalon with a transfer.
 
 © https://senar.ru/letters/112""",personal: apology,grateful
127,"Letter to A. B. Goldenweiser, 1898",Sergei Rachmaninoff,А. Б. Гольденвейзеру,A. B. Goldenweiser,1898,1898-07-18,"им. Путятино, Владимирской губ","Putyatino, Vladimir province","Твоё желание, милый друг Александр Борисович, играть мой второй Концерт в Петербурге меня от души трогает и радует. Но так как этого Концерта у меня пока нет и так как вся моя усиленная работа по этому поводу пока ещё ни к чему не привела, то и хочу просить у тебя твоего позволения дать тебе окончательный ответ на твой вопрос в середине августа. Если тебе это почему-либо неудобно, то чтоб тебя не подвести, принуждён отказаться.


Твой С. Рахманинов


P. S. Передай, пожалуйста, мой привет твоим сёстрам. Исправляю на всякий случай твою неточность в моём адресе. Слово «Путятино» не есть фамилия, а есть название имения, принадлежащего Т. С. Любатович. (Станция Арсаки. Московско-Ярославской ж. д.)


Благодарю тебя за приглашение к тебе на дачу. Если попаду в Москву, непременно им воспользуюсь.


© https://senar.ru/letters/127","Your wish, dear friend Alexander Borisovich, to play my second Concerto in St. Petersburg touches me from the bottom of my heart and makes me happy. But since I do not have this Concerto yet and since all my intensive work on this matter has not led to anything, I want to ask your permission to give you a final answer to your question in mid-August. If for some reason this is inconvenient for you, then in order not to let you down, I am forced to refuse.

Yours, S. Rachmaninov

P.S. Please convey my greetings to your sisters. I am correcting your inaccuracy in my address just in case. The word ""Putyatino"" is not a surname, but the name of an estate belonging to T.S. Lyubatovich. (Arsaki station. Moscow-Yaroslavl railway)

Thank you for the invitation to your dacha. If I get to Moscow, I will definitely take advantage of it.

© https://senar.ru/letters/127",professional: logistics,fatigued
130,"Letter to A. B. Goldenweiser, 1898",Sergei Rachmaninoff,А. Б. Гольденвейзеру,A. B. Goldenweiser,1898,1898-08-14,"им. Путятино, Владимирской губ","Putyatino, Vladimir province","Завтра, милый друг Александр Борисович, наступает тот день, в который я обещал дать тебе окончательный ответ по поводу моего Концерта. Ответ этот следующий: Концерта я не написал, а посему и рассчитывать на него нечего. Прошу у тебя от души извинения за напрасные ожидания, и потом не сердись на меня, пожалуйста!


Твой С. Рахманинов


© https://senar.ru/letters/130","Tomorrow, my dear friend Alexander Borisovich, is the day when I promised to give you a final answer about my Concerto. The answer is as follows: I have not written a Concerto, and therefore there is no point in counting on it. I ask you to sincerely apologize for the vain expectations, and then please don't be angry with me!

Yours, S. Rachmaninov

© https://senar.ru/letters/130",professional: logistics,affectionate
134,"Letter to A. K. Glazunov, 1898",Sergei Rachmaninoff,А. К. Глазунову,A. K. Glazunov,1898,1898-10-08,"им. Путятино, Владимирской губ","Putyatino, Vladimir province","Отвечаю тебе с большим опозданием, дорогой Александр Константинович; но так как я в Москве не живу, а только туда наезжаю из деревни, где поселился, то пересылка твоего письма и симфонии отняла несколько лишних дней.


Цель этого письма — от души поблагодарить тебя за присылку именно этой симфонии и за надпись на ней. Если тебе когда-нибудь что-нибудь нужно будет мне написать, то адресуй свои письма по старому московскому адресу. В Москве я бываю раз в неделю.


Твой искренно тебе преданный С. Рахманинов


© https://senar.ru/letters/134","I am answering you very late, dear Alexander Konstantinovich; but since I do not live in Moscow, but only go there from the village where I settled, the forwarding of your letter and the symphony took a few extra days.

The purpose of this letter is to thank you from the bottom of my heart for sending me this symphony and for the inscription on it. If you ever need to write me anything, address your letters to the old Moscow address. I am in Moscow once a week.

Yours sincerely devoted to you, S. Rachmaninov

© https://senar.ru/letters/134",personal: check-in,ailing
133,"Letter to A. P. Chekhov, 1898",Sergei Rachmaninoff,А. П. Чехову,A. P. Chekhov,1898,1898-09-20,Ялта,Yalta,"Сейчас же как придёте домой, дорогой Антон Павлович, и прочтёте эту писульку, идите в городской сад, мы там обедаем и Вас ждём.

Шаляпин, Рахманинов, Миров","As soon as you get home, dear Anton Pavlovich, and read this note, go to the city garden, we are having lunch there and are waiting for you.

Chaliapin, Rachmaninov, Mirov",personal: check-in,neutral
126,"Letter to A. V. Zatayevich, 1898",Sergei Rachmaninoff,А. В. Затаевичу,A. V. Zatayevich,1898,1898-04-18,Москва,Moscow,"Я очень виноват перед Вами, милый друг Александр Викторович, и очень прошу Вас простить меня. Во всём виновата моя непростительная лень, которая меня всё последнее время заедает.


Я очень благодарен Вам за Ваше поздравление и удивляюсь только, как Вы не позабудете, как Вы можете, например, помнить день моего рождения. Тем более меня это трогает...


Посылаю Вам для подписи Ваше условие с Юргенсоном. Вписав там всё, что нужно, вышлите его заказным обратно, но уже на имя самого Юргенсона, сообщив ему при этом Ваш адрес. Насчёт корректур порешили с Юргенсоном так, что первые две сделает его корректор, а последнюю пошлёт к Вам. Нечего и говорить, конечно, что я готов Вам в будущем сделать по этому поводу всё, что в силах. Только не берите пример с меня и пишите побольше и присылайте мне.


Я в скором времени уезжаю, но куда я ещё не решил, а посему прошу Вас направлять всё, что Вам понадобится, на имя Гутхейль, он всегда знает, где я нахожусь. На Ваш вопрос, что я написал и делал — мне недолго ответить — ровно ничего. Но собираюсь, а сделаю ли что-нибудь — одному богу известно.


Жму Вам крепко руку.


Ваш Рахманинов


P. S. Передайте Вашей жене мою большую благодарность за поклон, а также мой обратный поклон.


© https://senar.ru/letters/126","I am very much at fault before you, my dear friend Alexander Viktorovich, and I beg you to forgive me. My unforgivable laziness, which has been eating me up lately, is to blame for everything.

I am very grateful to you for your congratulations and I am only surprised that you do not forget, how can you, for example, remember my birthday. It touches me even more...

I am sending you your agreement with Jurgenson for signature. Having written everything that is necessary, send it back by registered mail, but this time to Jurgenson himself, giving him your address. As for the proofreading, we decided with Jurgenson that his proofreader will do the first two, and send the last one to you. Needless to say, of course, that I am ready to do everything in my power for you in this regard in the future. Just do not follow my example and write more and send it to me.

I am leaving soon, but I have not yet decided where, and therefore I ask you to send everything you need to Gutheil, he always knows where I am. To your question about what I wrote and did, it will not take me long to answer - absolutely nothing. But I am getting ready, and whether I will do anything - only God knows.

I shake your hand firmly.

Yours Rachmaninov

P.S. Give your wife my great gratitude for the bow, and also my return bow.

© https://senar.ru/letters/126",personal: apology,fatigued
136,"Letter to A. V. Zatayevich, 1898",Sergei Rachmaninoff,А. В. Затаевичу,A. V. Zatayevich,1898,1898-10-26,Москва,Moscow,"Вашу просьбу, милый друг Александр Викторович, в Вашем последнем письме, исполнить не мог. К тому же Ваша просьба незаконная. Издатель обязуется при издании вещи выдать её автору, если он получит гонорар, пять экземпляров бесплатно. Вам, как не получившему гонорар, издатель выслал десять экземпляров. Больше требовать от него нельзя. Меня и то удивляет, что он сам, без чьей-либо просьбы, выслал Вам такое число. Во всяком случае об этом нужно говорить при заключении условий. Так как условия заключал я, то это или моя вина, что я этого не предугадал или позабыл об этом — или Ваша, что Вы меня об этом не предупредили. Как бы то ни было, а Вам остаётся только примириться с этим теперь. Когда Вы напишете что-нибудь новое, а я убеждён, что Вы напишете, тогда мы примем этот вопрос во внимание. Итак, когда же я получу эти новые Ваши вещи?


Не знаю, известно ли Вам, что я поселился в деревне, где собираюсь прожить всю зиму, чтоб спокойно жить и работать, за полной невозможностью иметь и делать это в Москве. Кроме того, мне и доктор посоветовал, вернее предписал эту деревенскую жизнь. Незадолго до этого времени я был болен и даже в Крым ездил поправиться немного. Теперь я живу в деревне. Немного стал заниматься и сильно поправился. Живу совершенно один. Впрочем, со мной три больших моих приятеля. Все три — огромные сенбернары. С ними я и разговариваю, с ними мне и не жутко жить и гулять в окружающих меня лесах. Раз в неделю езжу в Москву для того, чтобы повидать своих, себя показать и, кстати, несколько уроков дать. Я ещё ничего не написал, но, с божьей помощью, надеюсь это сделать. О том, что напишу — извещу Вас. Вот и всё, что могу про себя рассказать.


Прощайте до следующего письма. Если Вам надо мне что сообщить, то адресуйте свои письма по старому адресу или по адресу Гутхейль.


Жму крепко Вашу руку.


С. Рахманинов


P. S. Поздравляю Вас от всей души с прибавлением Вашего семейства. От души бы также желал, чтобы с каждым прибавлением Вашего семейства, Вы прибавляли бы несколько новых опусов к Вашим музыкальным сочинениям.


© https://senar.ru/letters/136","Your request, dear friend Alexander Viktorovich, in your last letter, I could not fulfill. Moreover, your request is illegal. The publisher undertakes to give the author, if he receives a fee, five copies free of charge when publishing a work. The publisher sent you, as someone who did not receive a fee, ten copies. More cannot be demanded from him. I am surprised that he himself, without anyone's request, sent you such a number. In any case, this should be discussed when concluding the terms. Since I concluded the terms, it is either my fault that I did not foresee this or forgot about it - or yours that you did not warn me about it. Be that as it may, all you can do now is come to terms with it. When you write something new, and I am convinced that you will, then we will take this issue into account. So, when will I receive these new things of yours?

I don’t know if you know that I have settled in the village, where I intend to spend the entire winter, in order to live and work in peace, since it is completely impossible to have and do this in Moscow. Besides, the doctor advised me, or rather prescribed this village life. Not long before this time, I was ill and even went to the Crimea to recover a little. Now I live in the village. I started to exercise a little and have gained a lot of weight. I live completely alone. However, I have three big friends with me. All three are huge St. Bernards. I talk with them, and I don’t feel scared to live and walk in the forests around me with them. Once a week I go to Moscow to see my people, to show myself off and, by the way, to give a few lessons. I haven’t written anything yet, but, with God’s help, I hope to do so. I will let you know what I write. That’s all I can tell you about myself.

Goodbye until my next letter. If you need to tell me anything, address your letters to the old address or to Gutheil.

I shake your hand firmly.

S. Rachmaninov

P.S. I congratulate you with all my heart on the addition of your family. I would also sincerely wish that with each addition to your family, you would add several new opuses to your musical compositions.

© https://senar.ru/letters/136",personal: check-in,grateful
128,"Letter to M. I. Tchaikovsky, 1898",Sergei Rachmaninoff,М. И. Чайковскому,M. I. Tchaikovsky,1898,1898-07-28,"им. Путятино, Владимирской губ","Putyatino, Vladimir province","Дорогой Модест Ильич!


Я решаюсь обратиться к Вам с следующим вопросом. Не найдёте ли Вы для себя возможным написать мне либретто на тот сюжет Шекспира, который Вы мне предлагали весной? Конечно, я должен искренно прибавить, что в случае Вашего согласия я был бы очень счастлив. Если мои дела устроятся, то я думаю начать писать на этот сюжет месяца через два, три. Хотел бы знать, можете ли Вы к этому времени написать мне сценарий или если даже не сценарий, то согласны ли Вы вообще сделать это немного позднее? Говорю слово «немного», потому что, если буду писать оперу, то буду писать её срочно. Если Вы против этих строчек пока ничего не имеете, то мне хотелось бы знать, какой гонорар Вы пожелаете с меня получить за либретто?


Обманувши уже Вас раньше, я хочу эту сторону вопроса заранее выяснить.


Если Ваш ответ на всё это принесёт мне Ваше согласие, и если Ваши условия будут для меня возможны, то я хотел бы к Вам приехать для того, чтобы поговорить с Вами об этом лично и подробнее. Я не знаю Вашего адреса и направляю это письмо через Юргенсона. Думаю, что Вы в Клину. Прошу Вас очень, Модест Ильич, ответить на это письмо.


Глубоко уважающий Вас С. Рахманинов


Мой адрес: Московско-Ярославская железная дорога, станция Арсаки, имение «Путятино» Т. С. Любатович. Сергей Васильевич Рахманинов.


© https://senar.ru/letters/128","Dear Modest Ilyich!

I have decided to address you with the following question. Would you consider it possible for yourself to write me a libretto for the Shakespeare plot that you offered me in the spring? Of course, I must sincerely add that I would be very happy if you agreed. If my affairs are arranged, I think I will begin writing for this plot in two or three months. I would like to know whether you can write me a script by that time, or even if not a script, would you agree to do it a little later? I say the word ""a little"" because if I write an opera, I will write it urgently. If you have nothing against these lines for now, I would like to know what fee you would like to receive from me for the libretto?

Having deceived you before, I want to clarify this side of the issue in advance.

If your answer to all this brings me your consent, and if your conditions are possible for me, then I would like to come to you in order to talk to you about this personally and in more detail. I do not know your address and am sending this letter through Jurgenson. I think that you are in Klin. I ask you very much, Modest Ilyich, to answer this letter.

With deep respect to you, S. Rachmaninov

My address: Moscow-Yaroslavl Railway, Arsaki Station, Putyatino Estate T. S. Lyubatovich. Sergei Vasilievich Rachmaninov.

© https://senar.ru/letters/128",personal: check-in,apologetic
129,"Letter to M. I. Tchaikovsky, 1898",Sergei Rachmaninoff,М. И. Чайковскому,M. I. Tchaikovsky,1898,1898-08-07,"им. Путятино, Владимирской губ","Putyatino, Vladimir province","Дорогой Модест Ильич.


Спешу поблагодарить Вас за доброе, любезное письмо. На Ваши условия я в состоянии согласиться и так как мои дела теперь устроились, то я прошу Вас начать работать. Дня через три я буду, с Вашего разрешения, у Вас.


Уважающий Вас С. Рахманинов


© https://senar.ru/letters/129","Dear Modest Ilyich.

I hasten to thank you for your kind, amiable letter. I am able to agree to your conditions and since my affairs are now settled, I ask you to start working. In about three days, with your permission, I will be with you.

Yours sincerely, S. Rachmaninov

© https://senar.ru/letters/129",personal: check-in,neutral
132,"Letter to M. I. Tchaikovsky, 1898",Sergei Rachmaninoff,М. И. Чайковскому,M. I. Tchaikovsky,1898,1898-08-28,"им. Путятино, Владимирской губ","Putyatino, Vladimir province","Я надеюсь, дорогой Модест Ильич, что это письмо застанет Вас ещё в Петербурге. Пишу Вам с целью поблагодарить Вас, во-первых, за присланное либретто, которое мне в общем очень и очень нравится и на котором я остановлюсь. Во-вторых, я буду просить Вас исполнить одну мою просьбу и, в-третьих, мне необходим Ваш ответ на некоторые мои вопросы касательно либретто.


Просьба такая. Я желал бы, чтобы Вы присочинили мне строф тридцать для невидимого хора в прологе. Пусть не тридцать, но всё-таки известное количество слов, которое я бы разделил и поручил бы петь разным группам хора. Кроме того, 7 строф Виргилия (которые начинаются словами «Мой сын») я хотел бы отдать также хорам, изменивши, конечно, везде местоимение «оне, они» на «мы».


Найдёте ли Вы это возможным? Мне бы очень хотелось, чтобы Вы сказали «да», а то иначе, не удовлетворяясь одной только фразой в либретто, что слышны стоны, мне придётся писать симфоническую картину только для оркестра, что немного досадно, потому что в моём распоряжении есть и хоры, раз я пишу оперу. Дайте мне, ради бога, этих слов Модест Ильич!


Теперь вопрос. Мне хотелось бы знать, откуда Вы взяли содержание первого и второго действия? Разработали Вы сами фабулу о Франческе, которая известна, или рассказ о жизни её был кем-нибудь написан раньше? Затем иностранные слова, встречающиеся во время самой свадьбы? Что означают эти слова? Я, наконец, такой невежда, что даже не знаю, какой это язык? Латинский или итальянский? Или же ни тот, ни другой? Может быть, это какие-нибудь духовные канты, которые пелись в известных случаях, а может быть, и до сих пор поются? Если так, то их можно достать. Больше пока ничего не скажу. Всё второе действие для музыки великолепно. Если что припомню ещё, то мне бы хотелось, чтобы третье действие не кончалось бы словами Анунцио и одного женского хора, а кончалось бы общим ансамблем или по крайней мере смешанным хором; да ещё немного слов для Паоло и Франчески в последнем действии, но об этом со временем.


Пока буду просить Вас ответить мне только на первые два вопроса, и притом опять по адресу Гутхейль.


Преданный Вам С. Рахманинов


© https://senar.ru/letters/132","I hope, dear Modest Ilyich, that this letter will find you still in Petersburg. I am writing to thank you, firstly, for the libretto you sent me, which I generally like very, very much and which I will dwell on. Secondly, I will ask you to fulfill one of my requests and, thirdly, I need your answer to some of my questions regarding the libretto.

The request is as follows. I would like you to compose about thirty stanzas for me for the invisible choir in the prologue. Maybe not thirty, but still a certain number of words, which I would divide and assign to different groups of the choir to sing. In addition, I would like to give the seven stanzas of Virgil (which begin with the words ""My son"") to the choirs, changing, of course, everywhere the pronouns ""she, they"" to ""we"".

Will you find this possible? I would very much like you to say yes, otherwise, not being satisfied with just one phrase in the libretto, that groans are heard, I will have to write a symphonic picture only for the orchestra, which is a little annoying, because I have choirs at my disposal, since I am writing an opera. Give me, for God's sake, these words, Modest Ilyich!

Now a question. I would like to know where you got the content of the first and second acts? Did you work out the plot about Francesca yourself, who is well-known, or was the story of her life written by someone earlier? Then the foreign words that occur during the wedding itself? What do these words mean? Finally, I am such an ignoramus that I do not even know what language this is? Latin or Italian? Or neither? Perhaps these are some spiritual cants that were sung on certain occasions, or perhaps they are still sung? If so, they can be obtained. I will not say anything more for now. The entire second act is magnificent for music. If I recall anything else, I would like the third act not to end with the words of Anunzio and one female choir, but to end with a general ensemble or at least a mixed choir; and a few more words for Paolo and Francesca in the last act, but more about that later.

For now, I will ask you to answer me only the first two questions, and again addressed to Gutheil.

Yours faithfully, S. Rachmaninov

© https://senar.ru/letters/132",personal: check-in,anxious
